CLAVE CT,NOM TURNO,NOMBRE CT,DOMICILIO,LOCALIDAD INEGI, NOMBRE LOCALIDAD,COLONIA,NOMBRE COLONIA,MUNICIPIO CLAVE INEGI,NOMBRE MUNICIPIO,SOSTENIMIENTO,NIVEL,PROGRAMA,DESERCIÓN INTRACURRICULAR,REPROBACIÓN,REPROBACIÓN  CON REGULARIZADOS,EFICIENCIA TERMINAL
14DJN1909Z,VESPERTINO,TENAMAZTLI,CASCADA,1,ZAPOPAN,689,ARENALES TAPATIOS,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN1910O,VESPERTINO,CITLALLI,SANTA LAURA 177,1,ZAPOPAN,9222,SANTA MARGARITA,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN1911N,MATUTINO,MARIANO AZUELA,FRESNO 44,1,EL SALTO,9007,INFONAVIT LA MESA,70,EL SALTO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN1912M,VESPERTINO,JOSE MA MORELOS Y PAVON,BATALLA DE PUEBLA 174,1,TONALA,6005,20 DE NOVIEMBRE,101,TONALA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN1913L,VESPERTINO,BENITO JUAREZ,LIBERTAD 253,1,EL SALTO,0,0,70,EL SALTO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN1914K,MATUTINO,RAFAEL RAMIREZ,LOMA ALTA,1,TONALA,9040,LOMA BONITA,101,TONALA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN1916I,MATUTINO,SOR JUANA INES DE LA CRUZ,INES MEZA,1,PUERTO VALLARTA,9102,LOMA BONITA,67,PUERTO VALLARTA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN1917H,MATUTINO,FRANCISCO MEDINA ASCENCIO,FELIPE ANGELES 540,1,PUERTO VALLARTA,101,PASO ANCHO,67,PUERTO VALLARTA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN1918G,VESPERTINO,MIGUEL HIDALGO,BENEMERITO DE LAS AMERICAS,1,PUERTO VALLARTA,9051,VALENTIN GOMEZ FARIAS,67,PUERTO VALLARTA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN1919F,VESPERTINO,JUAN ESCUTIA,DEL OBRERO 23,2,BELLAVISTA,0,0,2,ACATLAN DE JUAREZ,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN1920V,VESPERTINO,GUADALAJARA,PERIFERICO SUR 21,1,ZAPOPAN,9030,EL BRISEÑO,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN1921U,MATUTINO,CUAUHTEMOC,FRESNO 2656,1,ZAPOPAN,6337,PALMIRA,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN1922T,VESPERTINO,MARGARITA MEDINA ZERMEÑO,ABEDUL 1438,1,ZAPOPAN,9365,PARAISOS DEL COLLI,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN1923S,VESPERTINO,CARMEN TORRES VELIZ,INDEPENDENCIA NORTE 205 A,1,JOCOTEPEC,0,0,50,JOCOTEPEC,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN1924R,MATUTINO,MARIA MONTESSORI,SAUCILLO 1,112,EL SAUCILLO DE PRIMAVERA,0,0,109,UNION DE SAN ANTONIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN1925Q,VESPERTINO,YOLOXOCHITL,ACUEDUCTO 200,1,LAGOS DE MORENO,9008,DE SAN MIGUEL,53,LAGOS DE MORENO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN1926P,VESPERTINO,GABRIELA MISTRAL,PROLONGACION BRASIL 1,1,SAN JUAN DE LOS LAGOS,9174,LA MARTINICA,73,SAN JUAN DE LOS LAGOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN1927O,VESPERTINO,FRIDA KAHLO CALDERON,PROLONGACION FRANCISCO NUNO 117,1,SAN JUAN DE LOS LAGOS,9021,ESPIRITU SANTO,73,SAN JUAN DE LOS LAGOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN1928N,MATUTINO,RITA PEREZ DE MORENO,SERVICIOS 2,1,SAN JUAN DE LOS LAGOS,9009,CLUB DE LEONES,73,SAN JUAN DE LOS LAGOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5167Y,MATUTINO,20 DE NOVIEMBRE,CONOCIDO,58,HALCONERO DE ARRIBA,0,0,73,SAN JUAN DE LOS LAGOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5171K,MATUTINO,VILLA VIEJA,JARDINES DE LA CRUZ,139,VILLA VIEJA (EX-HACIENDA VILLA VIEJA),0,0,68,VILLA PURIFICACION,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5176F,MATUTINO,LA ATALAYA,INDEPENDENCIA NORTE,10,LA ATALAYA,0,0,68,VILLA PURIFICACION,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5177E,MATUTINO,SOR JUANA INES DE LA CRUZ,CONOCIDO,338,CRUCERO DEL AVAL,0,0,100,TOMATLAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5178D,MATUTINO,LLANO DEL HIGO,CONOCIDO,146,LLANO DEL HIGO,0,0,68,VILLA PURIFICACION,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5181R,MATUTINO,GABRIELA MISTRAL,CONOCIDO,62,QUIMIXTO,0,0,20,CABO CORRIENTES,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5182Q,MATUTINO,LOS INGENIOS,CONOCIDO,133,LOS INGENIOS,0,0,22,CIHUATLAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5191Y,MATUTINO,ESTEFANIA CASTAÑEDA,CONOCIDO,261,PRESA CAJON DE PEÑA (LA PRESA),0,0,100,TOMATLAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5193W,MATUTINO,21 DE MARZO,PRIMAVERA 1,75,EL COLUMPIO,0,0,20,CABO CORRIENTES,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5196T,MATUTINO,AGUSTIN MELGAR,CONOCIDO,28,CUACUALA,0,0,29,CUQUIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5197S,MATUTINO,XOCHIL,CONOCIDO,141,LAS TRANCAS,0,0,45,IXTLAHUACAN DEL RIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5200P,MATUTINO,MIGUEL HIDALGO Y COSTILLA,CONOCIDO,33,EL CHILAR,0,0,45,IXTLAHUACAN DEL RIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5201O,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,JAVIER MINA 320,126,LA PAREJA,0,0,13,ATOTONILCO EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5202N,MATUTINO,GABRIELA MISTRAL,CONOCIDO,74,SAN RAFAEL (LA RESOLANA),0,0,33,DEGOLLADO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5203M,MATUTINO,TONATIUH,CONOCIDO,5,AGUA COLORADA,0,0,45,IXTLAHUACAN DEL RIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5204L,MATUTINO,TOMAS ESCOBEDO BARBA,CONOCIDO,93,LOS PUENTES,0,0,45,IXTLAHUACAN DEL RIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5206J,MATUTINO,GERTRUDIS BOCANEGRA,CONOCIDO,80,LOS CERRITOS,0,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5207I,MATUTINO,JUANA DE ASBAJE,CONOCIDO,182,MAZATITLAN,0,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5208H,MATUTINO,JUANA DE ARCO,CONOCIDO,399,LOS CHARCOS,0,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5209G,MATUTINO,JUAN DE LA BARRERA,CONOCIDO,42,LA LOBERA,0,0,71,SAN CRISTOBAL DE LA BARRANCA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5210W,MATUTINO,JUAN ESCUTIA,CONOCIDO,61,LOS PUEBLITOS,0,0,71,SAN CRISTOBAL DE LA BARRANCA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5216Q,MATUTINO,ADOLFO LOPEZ MATEOS,CONOCIDO,3,ATEQUIZAYAN,0,0,23,ZAPOTLAN EL GRANDE,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5223Z,MATUTINO,ROSAURA ZAPATA,CONOCIDO,24,LOS LAURELES,0,0,108,TUXPAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5226X,MATUTINO,FERNANDO MONTES DE OCA,MORELOS 28,95,MORELOS (SANTA ROSA),0,0,85,TAMAZULA DE GORDIANO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5227W,MATUTINO,CRISTOBAL COLON,NABOR MARTINEZ,98,NIGROMANTE (SAN JUAN DE LA MONTAÑA),0,0,85,TAMAZULA DE GORDIANO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5234F,MATUTINO,LAZARO CARDENAS,CONOCIDO,44,SAN ISIDRO,0,0,105,TOTOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5236D,MATUTINO,NICOLAS BRAVO,MIGUEL HIDALGO 52,22,SAN JOSE DE LAS PILAS (LA PILA CHICA),0,0,66,PONCITLAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5238B,MATUTINO,ITZA,SANTA FE,233,SANFANDILA,0,0,53,LAGOS DE MORENO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5239A,MATUTINO,VALENTIN GOMEZ FARIAS,CONOCIDO,303,EL TROPEZON,0,0,35,ENCARNACION DE DIAZ,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5240Q,MATUTINO,JOSE ROSAS MORENO,CONOCIDO,132,MARIQUITA,0,0,35,ENCARNACION DE DIAZ,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5246K,MATUTINO,JUAN ESCUTIA,CONOCIDO,123,LA LOMITA (EL RANCHITO),0,0,35,ENCARNACION DE DIAZ,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5251W,MATUTINO,JUSTO SIERRA,CONOCIDO,91,EL ORGANO,0,0,118,YAHUALICA DE GONZALEZ GALLO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5253U,MATUTINO,MELCHOR OCAMPO,CONOCIDO,130,EL GUAYABO DE ARRIBA,0,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5255S,MATUTINO,ADOLFO DE LA HUERTA,DOM CON,1,YAHUALICA DE GONZALEZ GALLO,9009,SAN JUANITO,118,YAHUALICA DE GONZALEZ GALLO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5256R,MATUTINO,RAFAEL RAMIREZ,CONOCIDO,365,EL RAMBLAS (RAMBLAS GRANDE),0,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5257Q,MATUTINO,LEONA VICARIO,CONOCIDO,141,LA CERCA BLANCA,0,0,118,YAHUALICA DE GONZALEZ GALLO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5259O,MATUTINO,LEONA VICARIO,CONOCIDO,180,SAN RAFAEL,0,0,48,JESUS MARIA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5263A,MATUTINO,MOISES SAENZ,CONOCIDO,64,PUERTO DE CATARINA,0,0,33,DEGOLLADO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5267X,MATUTINO,GABRIELA MISTRAL,CONOCIDO,63,NAZARETH,0,0,48,JESUS MARIA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5270K,MATUTINO,LAZARO CARDENAS,CONOCIDO,104,EL SALVIAL,0,0,45,IXTLAHUACAN DEL RIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5271J,MATUTINO,MIGUEL ALEMAN VALDES,CONOCIDO,144,EL COYOTILLO,0,0,29,CUQUIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5274G,MATUTINO,MIGUEL BRAVO,CONOCIDO,19,CARRICILLO,0,0,29,CUQUIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5276E,MATUTINO,FELIPE ANGELES,CONOCIDO,45,HACIENDA DE GUADALUPE,0,0,45,IXTLAHUACAN DEL RIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5277D,MATUTINO,GUSTAVO DIAZ ORDAZ,CONOCIDO,95,QUELITAN,0,0,45,IXTLAHUACAN DEL RIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5278C,MATUTINO,FEDERICO FROEBEL,CONOCIDO,8,AGUA RICA,0,0,45,IXTLAHUACAN DEL RIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5281Q,MATUTINO,IGNACIO M ALTAMIRANO,LEYES DE REFORMA 17,74,SAYULIMITA,0,0,40,HOSTOTIPAQUILLO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5282P,MATUTINO,FRANCISCO GONZALEZ BOCANEGRA,CONOCIDO,16,CINCO MINAS,0,0,40,HOSTOTIPAQUILLO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5284N,MATUTINO,NIÑOS HEROES DE CHAPULTEPEC,ELISEO R DEL RIO,70,SANTO DOMINGO DE GUZMAN (SANTO DOMINGO),0,0,40,HOSTOTIPAQUILLO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5286L,MATUTINO,MARIANO AZUELA,ENRIQUE CONTRERAS 32,35,LABOR DE GUADALUPE,0,0,40,HOSTOTIPAQUILLO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5288J,MATUTINO,ESTEFANIA CASTAÑEDA,FRANCISCO V RUIZ 88,1,ZAPOTILTIC,6017,EL LINDERO,121,ZAPOTILTIC,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5289I,MATUTINO,PABLO NERUDA,CONOCIDO,17,FERRERIA DE TULA,0,0,86,TAPALPA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5291X,MATUTINO,FRANCISCO MARQUEZ,CONOCIDO,40,LA FRONTERA,0,0,86,TAPALPA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5292W,MATUTINO,ALVARO OBREGON,CONOCIDO,24,PUEBLO NUEVO,0,0,86,TAPALPA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5293V,MATUTINO,NIÑOS HEROES,CONOCIDO,5,LA BARRANCA DEL REFUGIO,0,0,86,TAPALPA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5294U,MATUTINO,AGUSTIN DE ITURBIDE,CONOCIDO,6,BUENAVISTA,0,0,86,TAPALPA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5296S,MATUTINO,MIGUEL HIDALGO Y COSTILLA,CONOCIDO,51,SAN PEDRO (EL CUIZ),0,0,86,TAPALPA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5298Q,MATUTINO,JOSE VASCONCELOS,CONOCIDO,43,LOMA ALTA,0,0,86,TAPALPA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5299P,MATUTINO,FERNANDO MONTES DE OCA,CONOCIDO,44,LOS ROBLES,0,0,86,TAPALPA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5300O,MATUTINO,JUSTO SIERRA,BENITO JUAREZ 8,15,SAYULAPAN,0,0,119,ZACOALCO DE TORRES,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5301N,MATUTINO,JUAN ESCUTIA,FRANCISCO VILLA,8,EL CRUCERO DE SAN ISIDRO,0,0,119,ZACOALCO DE TORRES,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5302M,MATUTINO,JOSE ANTONIO TORRES,CONOCIDO,12,LAS MORAS,0,0,119,ZACOALCO DE TORRES,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5303L,MATUTINO,FRANCISCO I MADERO,ROBERTO BRISEÑO,6,EL BRISEÑO (LOS BRISEÑO),0,0,119,ZACOALCO DE TORRES,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5304K,MATUTINO,VICENTE GUERRERO,LAZARO CARDENAS 26,13,FERRERIA DE PROVIDENCIA,0,0,121,ZAPOTILTIC,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5308G,MATUTINO,JAIME NUNO,CONOCIDO,34,PADILLA,0,0,108,TUXPAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5309F,MATUTINO,FRANCISCO I MADERO,CONOCIDO,16,TENEXCAMILPA,0,0,103,TONILA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5310V,MATUTINO,MIGUEL HIDALGO Y COSTILLA,AVENIDA MEXICO 52,20,PUERTA DEL PETACAL (EL PETACAL),0,0,99,TOLIMAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5311U,MATUTINO,JUAN DE LA BARRERA,EMILIANO ZAPATA 12,13,COFRADIA DEL ROSARIO,0,0,79,GOMEZ FARIAS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5314R,MATUTINO,GABRIELA MISTRAL,IGNACIO ZARAGOZA,45,PAPAS DE ABAJO (LAS PAPAS DE ABAJO),0,0,64,OJUELOS DE JALISCO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5316P,MATUTINO,AGUSTIN MELGAR,CONOCIDO,70,LOS RANCHITOS,0,0,33,DEGOLLADO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5317O,MATUTINO,JOSE DE LOS REYES MARTINEZ (EL PIPILA),CONOCIDO,44,LAS LIMAS,0,0,33,DEGOLLADO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5319M,MATUTINO,AMADO NERVO,CONOCIDO,8,LOS ARRAYANES,0,0,33,DEGOLLADO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5320B,MATUTINO,FRANCISCO JAVIER MINA,CONOCIDO,2,LAS ADJUNTAS,0,0,33,DEGOLLADO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5322Z,MATUTINO,PLUTARCO ELIAS CALLES,CONOCIDO,33,LA ESPADA DE RIZO (LA ESPADA),0,0,33,DEGOLLADO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5323Z,MATUTINO,ROSARIO CASTELLANOS,AVENIDA RIO LERMA,26,CHARAPUATO,0,0,33,DEGOLLADO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5325X,MATUTINO,MIGUEL HIDALGO,CONOCIDO,16,EL CASTILLO,0,0,13,ATOTONILCO EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5326W,MATUTINO,IGNACIO JOSE ALLENDE,CONOCIDO,13,BUENAVISTA (EL CARMEN),0,0,13,ATOTONILCO EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5327V,MATUTINO,JUAN DE LA BARRERA,CONOCIDO,74,LOS ZALATES,0,0,13,ATOTONILCO EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5330I,MATUTINO,VICENTE GUERRERO,LOS SABINOS,137,LAS PALMAS,0,0,13,ATOTONILCO EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5331H,MATUTINO,LAURA ZAPATA,CONOCIDO,8,LA ANGOSTURA DE LOS ALTOS (LA ANGOSTURA),0,0,13,ATOTONILCO EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5332G,MATUTINO,FERNANDO MONTES DE OCA,CONOCIDO,43,EL MAGUEY,0,0,13,ATOTONILCO EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5333F,MATUTINO,BENITO JUAREZ,CONOCIDO,101,EJIDO EL VALLE (LA PAZ DE MILPILLAS),0,0,13,ATOTONILCO EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5335D,MATUTINO,FEDERICO FROEBEL,CONOCIDO,531,EL MESONCITO,0,0,53,LAGOS DE MORENO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5336C,MATUTINO,GUADALUPE VICTORIA,CONOCIDO,120,LOMA DE MENA,0,0,53,LAGOS DE MORENO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5339Z,MATUTINO,SANTOS DEGOLLADO,CONOCIDO,28,EL RODEO VIEJO (EL COPAL COLORADO),0,0,88,TECOLOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5340P,MATUTINO,MELCHOR OCAMPO,JOSEFA ORTIZ DE DOMINGUEZ 29,3,LOS AILES,0,0,88,TECOLOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5344L,MATUTINO,CUAUHTEMOC,LOPEZ MATEOS,96,CASA BLANCA (REVOLUCION MEXICANA),0,0,27,CUAUTITLAN DE GARCIA BARRAGAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5349G,MATUTINO,VALENTIN GOMEZ FARIAS,CONOCIDO,33,CHAMELA,0,0,43,LA HUERTA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5350W,MATUTINO,LUIS G URBINA,CONOCIDO,165,LA MESA,0,0,43,LA HUERTA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5352U,MATUTINO,MARIANO MATAMOROS,CONOCIDO,74,NACASTILLO,0,0,43,LA HUERTA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5354S,MATUTINO,SOR JUANA INES DE LA CRUZ,LOPEZ MATEOS 4,10,EL CHIVATILLO (SAN ISIDRO),0,0,24,COCULA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5357P,MATUTINO,JOSE MARIA MORELOS Y PAVON,CONOCIDO,210,LOS TEPETATES,0,0,124,ZAPOTLANEJO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5360C,MATUTINO,MANUEL GUTIERREZ NAJERA,CONOCIDO,93,LAGUNITAS,0,0,124,ZAPOTLANEJO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5361B,MATUTINO,BENITO JUAREZ,CONOCIDO,2,AGUA BLANCA,0,0,101,TONALA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5362A,MATUTINO,JUAN RUIZ ALARCON,CONOCIDO,7,AGUA ESCONDIDA,0,0,124,ZAPOTLANEJO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5367W,MATUTINO,REVOLUCION MEXICANA,CONOCIDO,11,EL CANTON,0,0,67,PUERTO VALLARTA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5378B,MATUTINO,VENUSTIANO CARRANZA,CONOCIDO,47,LA HIGUERA,0,0,45,IXTLAHUACAN DEL RIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5380Q,MATUTINO,MIGUEL HIDALGO,NICOLAS BRAVO 31,183,EL QUEMADO,0,0,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
